fecha_hora,imagen,actividad,region,etiqueta_roi,diagnostico,metodo,parametros,n_px,media,desvio,mediana,sigma_mad,estimacion_ruido,metrica_antes,metrica_despues,resultados,observaciones
2026-09-21T00:51:58,Retina2_gris,2 - Estimación de ruido,ROI 2,fondo2,,Coeficientes wavelet,sin_marco=True; wavelet=db2,,,,,,0.4261,,,sigma_sobre_rango=0.0033; fraccion_impulsos=0.0000; sigma_dif_locales_en_roi=1.0484; sigma_por_roi_homogenea=2.4612; sigma_por_multiples_rois=3.5415; sigma_por_mad=2.9652; sigma_por_diferencias_locales=1.0484,resultados\ruido_Retina2_gris_coeficientes_wavelet.png
2026-09-21T00:53:43,Retina2_gris,3 - Reducción de ruido,Imagen completa,,,Gaussiano,sigma_espacial=0.5000,,,,,,,sigma_wavelet=0.5560; media_roi=66.4709; desvio_roi=2.4612,sigma_wavelet=0.3286; media_roi=66.4711; desvio_roi=2.3315,tiempo_s=0.0064; residuo_media=0.0000; residuo_desvio=0.5236; capa_resultado=Retina2_gris_gaussiano; roi_medida=ROI 2 (fondo2),
2026-09-21T00:54:07,Retina2_gris_gaussiano,6 - Realce,Imagen completa,,,CLAHE,tamano_mosaico=64; limite_contraste=0.0100,,,,,,,media=84.0009; contraste_rms=25.6129; rango_p1_p99=129.1066; entropia=6.5944; sigma_wavelet=0.3286; fraccion_saturados=0.0001; snr_roi1=24.1363; snr_roi2=28.5097; cnr_roi1_roi2=11.1902,media=104.2529; contraste_rms=31.3595; rango_p1_p99=163.0851; entropia=6.9923; sigma_wavelet=1.0222; fraccion_saturados=0.0003; snr_roi1=11.2420; snr_roi2=17.0844; cnr_roi1_roi2=4.1122,razon_sigma_wavelet=3.1109; razon_contraste_rms=1.2244; razon_entropia=1.0603; correlacion_con_original=0.8604; tiempo_s=0.0403; capa_resultado=Retina2_gris_gaussiano_clahe,
2026-09-21T00:54:31,Retina2_gris_gaussiano_clahe,7 - Evaluación,Imagen completa,,,Con y sin referencia (vs Retina2_gris),sin_marco=True; rois=2,,,,,,,media=84.0009; contraste_rms=25.7051; rango_p1_p99=130.0000; sigma_wavelet=0.5560; uniformidad_global=0.5747; fondo_borde_centro=0.9105; snr_roi1=22.8236; uniformidad_roi1=0.9320; snr_roi2=27.0077; uniformidad_roi2=0.9394; cnr_roi1_roi2=10.5844; uniformidad_entre_rois=0.7720,media=104.2529; contraste_rms=31.3595; rango_p1_p99=163.0851; sigma_wavelet=1.0222; uniformidad_global=0.5104; fondo_borde_centro=0.8964; snr_roi1=11.2420; uniformidad_roi1=0.8527; snr_roi2=17.0844; uniformidad_roi2=0.9034; cnr_roi1_roi2=4.1122; uniformidad_entre_rois=0.8333,mse=662.8597; rmse=25.7461; mae=22.2484; psnr_db=19.9166; ssim=0.8430; correlacion=0.8631; rango_datos=255.0000,
2026-09-21T01:01:31,Retina2_gris,7 - Evaluación,Imagen completa,,,Sin referencia,sin_marco=True; rois=2,,,,,,,,media=84.0009; contraste_rms=25.7051; rango_p1_p99=130.0000; sigma_wavelet=0.5560; uniformidad_global=0.5747; fondo_borde_centro=0.9105; snr_roi1=22.8236; uniformidad_roi1=0.9320; snr_roi2=27.0077; uniformidad_roi2=0.9394; cnr_roi1_roi2=10.5844; uniformidad_entre_rois=0.7720,,
2026-09-21T01:04:15,Retina2,Pipeline,,,Sin degradación (referencia),"Gaussiano σ=0.5 seguido de CLAHE (clip=0.01, k=64)","gaussiano sigma=0.5; CLAHE clip_limit=0.01, kernel=64",,,,,,σ_wavelet≈0.56 (ruido despreciable),contraste_rms = 25.7051; sigma_wavelet = 0.5560,contraste_rms = 31.3595; rmse = 25.7461;  pero sigma_wavelet = 1.0222,,"Imagen idéntica a R1 (referencia), por eso se decidió en este caso hacer un realce y ver cómo podríamos obtener detalles finos. Ruido nulo: el Gaussiano σ=0.5 es un suavizado leve previo al CLAHE. "
2026-09-21T02:43:04,Retina3_gris,Medición,Imagen completa (sin marco),,,Estadísticas de la región,,290521,83.9903,27.1228,81.0000,23.7216,,,,varianza=735.6462; mad=16.0000,
2026-09-21T02:43:18,Retina3_gris,1 - Diagnóstico,Imagen completa,,,Diagnóstico,tamano=539x539; sin_marco=True; ventana=7; wavelet=db2; niveles=3,290521,83.9903,27.1228,81.0000,23.7216,,,,rango_p1_p99=136.0000; sigma_wavelet=7.1797; sigma_wavelet_sobre_rango=0.0528; sigma_diferencias_mad=8.3869; curtosis_diferencias=3.0657; fraccion_impulsos=0.0000; pico_fft_prominencia=1.5599; pico_fft_periodo_px=44.9167; relacion_altas_medias=0.5206; autocorr_lag1_x=0.8958; autocorr_lag1_y=0.9030; autocorr_ancho_medio_x=24; autocorr_ancho_medio_y=80; fondo_borde_centro=0.9113; variabilidad_local_media=10.3108,resultados\diagnostico_Retina3_gris_Imagencompleta.png
2026-09-21T02:43:58,Retina3_gris,2 - Estimación de ruido,ROI 3,blanco,,MAD,sin_marco=True,209,224.6124,9.4196,225.0000,10.3782,10.3782,,,sigma_sobre_rango=0.0763; mad=7.0000; fraccion_impulsos=0.0000; sigma_dif_locales_en_roi=8.3869; sigma_por_roi_homogenea=9.4196; sigma_por_multiples_rois=9.5474; sigma_por_diferencias_locales=8.3869; sigma_por_coeficientes_wavelet=8.8090,resultados\ruido_Retina3_gris_mad.png
2026-09-21T02:44:43,Retina3_gris,2 - Estimación de ruido,ROI 2,fondo1,,MAD,sin_marco=True,625,67.8512,9.0943,68.0000,8.8956,8.8956,,,sigma_sobre_rango=0.0654; mad=6.0000; fraccion_impulsos=0.0000; sigma_dif_locales_en_roi=8.3869; sigma_por_roi_homogenea=9.0943; sigma_por_multiples_rois=9.5474; sigma_por_diferencias_locales=8.3869; sigma_por_coeficientes_wavelet=7.2109,resultados\ruido_Retina3_gris_mad.png
2026-09-21T02:44:57,Retina3_gris,2 - Estimación de ruido,ROI 1,fondo2,,MAD,sin_marco=True,506,120.6601,10.1284,121.0000,10.3782,10.3782,,,sigma_sobre_rango=0.0763; mad=7.0000; fraccion_impulsos=0.0000; sigma_dif_locales_en_roi=8.3869; sigma_por_roi_homogenea=10.1284; sigma_por_multiples_rois=9.5474; sigma_por_diferencias_locales=8.3869; sigma_por_coeficientes_wavelet=6.4451,resultados\ruido_Retina3_gris_mad.png
2026-09-21T02:45:18,Retina3_gris,2 - Estimación de ruido,ROI 1,fondo2,,Coeficientes wavelet,sin_marco=True; wavelet=db2,,,,,,6.4451,,,sigma_sobre_rango=0.0474; fraccion_impulsos=0.0000; sigma_dif_locales_en_roi=8.3869; sigma_por_roi_homogenea=10.1284; sigma_por_multiples_rois=9.5474; sigma_por_mad=10.3782; sigma_por_diferencias_locales=8.3869,resultados\ruido_Retina3_gris_coeficientes_wavelet.png
2026-09-21T02:45:40,Retina1,3 - Reducción de ruido,Imagen completa,,,Gaussiano,sigma_espacial=1.2000,,,,,,,sigma_wavelet=0.5560; media_roi=119.9684; desvio_roi=4.5818,sigma_wavelet=0.0606; media_roi=120.0812; desvio_roi=3.6147,tiempo_s=0.0092; residuo_media=0.0000; residuo_desvio=2.1582; capa_resultado=Retina1_gaussiano; roi_medida=ROI 1 (fondo2),
2026-09-21T02:46:01,Retina3_gris,3 - Reducción de ruido,Imagen completa,,,Gaussiano,sigma_espacial=1.2000,,,,,,,sigma_wavelet=7.1797; media_roi=120.6601; desvio_roi=10.1284,sigma_wavelet=0.2038; media_roi=120.6966; desvio_roi=5.0593,tiempo_s=0.0000; residuo_media=0.0000; residuo_desvio=7.9218; capa_resultado=Retina3_gris_gaussiano; roi_medida=ROI 1 (fondo2),
2026-09-21T02:46:27,Retina3_gris,3 - Reducción de ruido,Imagen completa,,,Variación Total,peso_tv=0.0400,,,,,,,sigma_wavelet=7.1797; media_roi=120.6601; desvio_roi=10.1284,sigma_wavelet=0.2066; media_roi=120.8033; desvio_roi=4.0639,tiempo_s=0.3613; residuo_media=0.0000; residuo_desvio=8.2983; capa_resultado=Retina3_gris_variacion_total; roi_medida=ROI 1 (fondo2),
2026-09-21T02:47:01,Retina3_gris_gaussiano,7 - Evaluación,Imagen completa,,,Con y sin referencia (vs Retina1_gris),sin_marco=True; rois=3,,,,,,,media=84.0009; contraste_rms=25.7051; rango_p1_p99=130.0000; sigma_wavelet=0.5560; uniformidad_global=0.5747; fondo_borde_centro=0.9105; snr_roi1=26.1836; uniformidad_roi1=0.9372; snr_roi2=24.7589; uniformidad_roi2=0.9412; snr_roi3=41.5471; uniformidad_roi3=0.9600; cnr_roi1_roi2=13.7723; cnr_roi1_roi3=21.1232; cnr_roi2_roi3=36.7119; uniformidad_entre_rois=0.4619,media=83.9903; contraste_rms=25.3742; rango_p1_p99=126.9111; sigma_wavelet=0.2038; uniformidad_global=0.5818; fondo_borde_centro=0.9114; snr_roi1=23.8566; uniformidad_roi1=0.9328; snr_roi2=20.7219; uniformidad_roi2=0.9243; snr_roi3=53.8082; uniformidad_roi3=0.9690; cnr_roi1_roi2=12.3586; cnr_roi1_roi3=22.4520; cnr_roi2_roi3=41.7533; uniformidad_entre_rois=0.4644,mse=11.7595; rmse=3.4292; mae=2.6911; psnr_db=37.4269; ssim=0.9096; correlacion=0.9911; rango_datos=255.0000,
2026-09-21T02:47:45,Retina3_gris_variacion_total,7 - Evaluación,Imagen completa,,,Con y sin referencia (vs Retina1_gris),sin_marco=True; rois=3,,,,,,,media=84.0009; contraste_rms=25.7051; rango_p1_p99=130.0000; sigma_wavelet=0.5560; uniformidad_global=0.5747; fondo_borde_centro=0.9105; snr_roi1=26.1836; uniformidad_roi1=0.9372; snr_roi2=24.7589; uniformidad_roi2=0.9412; snr_roi3=41.5471; uniformidad_roi3=0.9600; cnr_roi1_roi2=13.7723; cnr_roi1_roi3=21.1232; cnr_roi2_roi3=36.7119; uniformidad_entre_rois=0.4619,media=83.9903; contraste_rms=25.1697; rango_p1_p99=125.7083; sigma_wavelet=0.2066; uniformidad_global=0.5889; fondo_borde_centro=0.9114; snr_roi1=29.7259; uniformidad_roi1=0.9463; snr_roi2=32.8676; uniformidad_roi2=0.9514; snr_roi3=56.3212; uniformidad_roi3=0.9701; cnr_roi1_roi2=16.3494; cnr_roi1_roi3=25.7938; cnr_roi2_roi3=49.2715; uniformidad_entre_rois=0.4651,mse=11.4931; rmse=3.3901; mae=2.5716; psnr_db=37.5264; ssim=0.9145; correlacion=0.9913; rango_datos=255.0000,
2026-09-21T02:47:57,Retina3_gris,7 - Evaluación,Imagen completa,,,Con y sin referencia (vs Retina1_gris),sin_marco=True; rois=3,,,,,,,media=84.0009; contraste_rms=25.7051; rango_p1_p99=130.0000; sigma_wavelet=0.5560; uniformidad_global=0.5747; fondo_borde_centro=0.9105; snr_roi1=26.1836; uniformidad_roi1=0.9372; snr_roi2=24.7589; uniformidad_roi2=0.9412; snr_roi3=41.5471; uniformidad_roi3=0.9600; cnr_roi1_roi2=13.7723; cnr_roi1_roi3=21.1232; cnr_roi2_roi3=36.7119; uniformidad_entre_rois=0.4619,media=83.9903; contraste_rms=27.1228; rango_p1_p99=136.0000; sigma_wavelet=7.1797; uniformidad_global=0.5318; fondo_borde_centro=0.9113; snr_roi1=11.9130; uniformidad_roi1=0.8631; snr_roi2=7.4608; uniformidad_roi2=0.7883; snr_roi3=23.8452; uniformidad_roi3=0.9318; cnr_roi1_roi2=5.4865; cnr_roi1_roi3=10.6286; cnr_roi2_roi3=16.9318; uniformidad_entre_rois=0.4640,mse=77.4306; rmse=8.7995; mae=7.0104; psnr_db=29.2417; ssim=0.5668; correlacion=0.9459; rango_datos=255.0000,
2026-09-21T02:52:26,Retina3,Pipeline,,,Ruido,"Comparamos 2: TV (Variación Total, peso=0.4) vs Gaussiano (σ=1.2)",TV peso=0.4. Gaussiano σ=1.2,,,,,,σ≈8-10 (notar que fue equivalente en regiones claras y más oscuras),PSNR=29.2; SSIM=0.567 (R3 vs R1),TV: PSNR≈37.5; SSIM≈0.913. Gaussiano σ=1.2: PSNR=37.4; SSIM=0.910,,"Ruido aditivo estacionario. TV elegido: mejor SSIM y aspecto más natural; NLM daba look ""plastificado"" pese a SSIM similar y por eso se descartó. Gaussiano fue probado debido a que el ruido es estacionario."
2026-09-21T03:22:21,Retina4_gris,Medición,ROI 1,fondo1,,Estadísticas de la región,,930,67.4763,3.1411,67.0000,2.9652,,,,varianza=9.8665; mad=2.0000,
2026-09-21T03:22:21,Retina4_gris,Medición,ROI 2,fondo2,,Estadísticas de la región,,616,120.0844,4.4498,120.0000,4.4478,,,,varianza=19.8010; mad=3.0000,
2026-09-21T03:22:21,Retina4_gris,Medición,ROI 3,blanco,,Estadísticas de la región,,238,228.7017,5.2978,229.0000,5.9304,,,,varianza=28.0667; mad=4.0000,
2026-09-21T03:22:24,Retina4_gris,Medición,Imagen completa (sin marco),,,Estadísticas de la región,,290521,83.9931,25.2349,80.0000,22.2390,,,,varianza=636.7978; mad=15.0000,
2026-09-21T03:22:32,Retina4_gris,1 - Diagnóstico,Imagen completa,,,Diagnóstico,tamano=539x539; sin_marco=True; ventana=7; wavelet=db2; niveles=3,290521,83.9931,25.2349,80.0000,22.2390,,,,rango_p1_p99=126.0000; sigma_wavelet=1.9853; sigma_wavelet_sobre_rango=0.0158; sigma_diferencias_mad=2.0967; curtosis_diferencias=3.7443; fraccion_impulsos=0.0000; pico_fft_prominencia=1.4708; pico_fft_periodo_px=23.9852; relacion_altas_medias=0.1585; autocorr_lag1_x=0.9784; autocorr_lag1_y=0.9883; autocorr_ancho_medio_x=31; autocorr_ancho_medio_y=122; fondo_borde_centro=0.9111; variabilidad_local_media=4.3076,resultados\diagnostico_Retina4_gris_Imagencompleta.png
2026-09-21T03:22:45,Retina4_gris,2 - Estimación de ruido,Imagen completa,,,Coeficientes wavelet,sin_marco=True; wavelet=db2,,,,,,1.9853,,,sigma_sobre_rango=0.0158; fraccion_impulsos=0.0000; sigma_por_multiples_rois=3.9647; sigma_por_diferencias_locales=2.0967,resultados\ruido_Retina4_gris_coeficientes_wavelet.png
2026-09-21T03:24:43,Retina4_gris,2 - Estimación de ruido,ROI 1,fondo1,,MAD,sin_marco=True,930,67.4763,3.1411,67.0000,2.9652,2.9652,,,sigma_sobre_rango=0.0235; mad=2.0000; fraccion_impulsos=0.0000; sigma_dif_locales_en_roi=2.0967; sigma_por_roi_homogenea=3.1411; sigma_por_multiples_rois=3.9647; sigma_por_diferencias_locales=2.0967; sigma_por_coeficientes_wavelet=2.2239,resultados\ruido_Retina4_gris_mad.png
2026-09-21T03:24:54,Retina4_gris,2 - Estimación de ruido,ROI 3,blanco,,MAD,sin_marco=True,238,228.7017,5.2978,229.0000,5.9304,5.9304,,,sigma_sobre_rango=0.0471; mad=4.0000; fraccion_impulsos=0.0000; sigma_dif_locales_en_roi=2.0967; sigma_por_roi_homogenea=5.2978; sigma_por_multiples_rois=3.9647; sigma_por_diferencias_locales=2.0967; sigma_por_coeficientes_wavelet=1.4826,resultados\ruido_Retina4_gris_mad.png
2026-09-21T03:25:05,Retina4_gris,2 - Estimación de ruido,ROI 2,fondo2,,MAD,sin_marco=True,616,120.0844,4.4498,120.0000,4.4478,4.4478,,,sigma_sobre_rango=0.0353; mad=3.0000; fraccion_impulsos=0.0000; sigma_dif_locales_en_roi=2.0967; sigma_por_roi_homogenea=4.4498; sigma_por_multiples_rois=3.9647; sigma_por_diferencias_locales=2.0967; sigma_por_coeficientes_wavelet=1.4826,resultados\ruido_Retina4_gris_mad.png
2026-09-21T03:30:51,Retina4_gris,4 - Restauración (deconvolución),Imagen completa,,,Wiener,psf=Gaussiana; sigma_psf=2.0000; psf_tamano=13x13; balance=0.0310,,,,,,,energia_gradiente=13.3628; sigma_wavelet=1.9853; desvio=25.2348,energia_gradiente=24.8298; sigma_wavelet=0.1321; desvio=26.2915,tiempo_s=0.0498; capa_resultado=Retina4_gris_wiener; balance_usado=0.0310,
2026-09-21T03:31:08,Retina4_gris,4 - Restauración (deconvolución),Imagen completa,,,Wiener,psf=Gaussiana; sigma_psf=2.0000; psf_tamano=13x13; balance=0.1000,,,,,,,energia_gradiente=13.3628; sigma_wavelet=1.9853; desvio=25.2348,energia_gradiente=18.4895; sigma_wavelet=0.0688; desvio=26.0224,tiempo_s=0.0414; capa_resultado=Retina4_gris_wiener; balance_usado=0.1000,
2026-09-21T03:31:37,Retina4_gris,4 - Restauración (deconvolución),Imagen completa,,,Wiener,psf=Gaussiana; sigma_psf=2.0000; psf_tamano=13x13; balance=0.0700,,,,,,,energia_gradiente=13.3628; sigma_wavelet=1.9853; desvio=25.2348,energia_gradiente=20.1492; sigma_wavelet=0.0839; desvio=26.1001,tiempo_s=0.0487; capa_resultado=Retina4_gris_wiener; balance_usado=0.0700,
2026-09-21T03:32:10,Retina4_gris,4 - Restauración (deconvolución),Imagen completa,,,Wiener,psf=Gaussiana; sigma_psf=2.0000; psf_tamano=13x13; balance=0.1000,,,,,,,energia_gradiente=13.3628; sigma_wavelet=1.9853; desvio=25.2348,energia_gradiente=18.4895; sigma_wavelet=0.0688; desvio=26.0224,tiempo_s=0.0510; capa_resultado=Retina4_gris_wiener; balance_usado=0.1000,
2026-09-21T03:36:04,Retina4_gris_wiener,7 - Evaluación,Imagen completa,,,Con y sin referencia (vs Retina1_gris),sin_marco=True; rois=3,,,,,,,media=84.0009; contraste_rms=25.7051; rango_p1_p99=130.0000; sigma_wavelet=0.5560; uniformidad_global=0.5747; fondo_borde_centro=0.9105; snr_roi1=27.6954; uniformidad_roi1=0.9443; snr_roi2=25.1197; uniformidad_roi2=0.9372; snr_roi3=48.2801; uniformidad_roi3=0.9649; cnr_roi1_roi2=13.8800; cnr_roi1_roi3=42.8606; cnr_roi2_roi3=22.8778; uniformidad_entre_rois=0.4549,media=83.9931; contraste_rms=26.0224; rango_p1_p99=131.9497; sigma_wavelet=0.0688; uniformidad_global=0.5695; fondo_borde_centro=0.9108; snr_roi1=21.3641; uniformidad_roi1=0.9268; snr_roi2=24.1751; uniformidad_roi2=0.9305; snr_roi3=45.9238; uniformidad_roi3=0.9650; cnr_roi1_roi2=12.5787; cnr_roi1_roi3=38.6641; cnr_roi2_roi3=21.9452; uniformidad_entre_rois=0.4556,mse=9.5492; rmse=3.0902; mae=2.3533; psnr_db=38.3311; ssim=0.9265; correlacion=0.9929; rango_datos=255.0000,
